state_name,year,condition_status,counts,condition
Arkansas,1999,Yes,2135,pregnancy-associated_hypertension
Arkansas,1999,No,34503,pregnancy-associated_hypertension
Arkansas,1999,Unknown or Not Stated,91,pregnancy-associated_hypertension
Arkansas,2000,Yes,1833,pregnancy-associated_hypertension
Arkansas,2000,No,35888,pregnancy-associated_hypertension
Arkansas,2000,Unknown or Not Stated,62,pregnancy-associated_hypertension
Arkansas,2001,Yes,1829,pregnancy-associated_hypertension
Arkansas,2001,No,35147,pregnancy-associated_hypertension
Arkansas,2001,Unknown or Not Stated,34,pregnancy-associated_hypertension
Arkansas,2002,Yes,1814,pregnancy-associated_hypertension
Arkansas,2002,No,35616,pregnancy-associated_hypertension
California,1995,Yes,12130,pregnancy-associated_hypertension
California,1995,No,539784,pregnancy-associated_hypertension
California,1995,Unknown or Not Stated,131,pregnancy-associated_hypertension
California,1996,Yes,12055,pregnancy-associated_hypertension
California,1996,No,527278,pregnancy-associated_hypertension
California,1996,Unknown or Not Stated,100,pregnancy-associated_hypertension
California,1997,Yes,11688,pregnancy-associated_hypertension
California,1997,No,513085,pregnancy-associated_hypertension
California,1997,Unknown or Not Stated,67,pregnancy-associated_hypertension
California,1998,Yes,12394,pregnancy-associated_hypertension
California,1998,No,509148,pregnancy-associated_hypertension
California,1998,Unknown or Not Stated,119,pregnancy-associated_hypertension
California,1999,Yes,11827,pregnancy-associated_hypertension
California,1999,No,506611,pregnancy-associated_hypertension
California,1999,Unknown or Not Stated,70,pregnancy-associated_hypertension
California,2000,Yes,12143,pregnancy-associated_hypertension
California,2000,No,519695,pregnancy-associated_hypertension
California,2000,Unknown or Not Stated,121,pregnancy-associated_hypertension
California,2001,Yes,11208,pregnancy-associated_hypertension
California,2001,No,516509,pregnancy-associated_hypertension
California,2001,Unknown or Not Stated,42,pregnancy-associated_hypertension
California,2002,Yes,10849,pregnancy-associated_hypertension
California,2002,No,518431,pregnancy-associated_hypertension
California,2002,Unknown or Not Stated,77,pregnancy-associated_hypertension
Colorado,1995,Yes,1805,pregnancy-associated_hypertension
Colorado,1995,No,52523,pregnancy-associated_hypertension
Colorado,1996,Yes,2015,pregnancy-associated_hypertension
Colorado,1996,No,53787,pregnancy-associated_hypertension
Colorado,1997,Yes,1865,pregnancy-associated_hypertension
Colorado,1997,No,54666,pregnancy-associated_hypertension
Colorado,1998,Yes,1979,pregnancy-associated_hypertension
Colorado,1998,No,57593,pregnancy-associated_hypertension
Colorado,1999,Yes,2127,pregnancy-associated_hypertension
Colorado,1999,No,60035,pregnancy-associated_hypertension
Colorado,2000,Yes,2438,pregnancy-associated_hypertension
Colorado,2000,No,62995,pregnancy-associated_hypertension
Colorado,2001,Yes,2434,pregnancy-associated_hypertension
Colorado,2001,No,64572,pregnancy-associated_hypertension
Colorado,2002,Yes,2511,pregnancy-associated_hypertension
Colorado,2002,No,65904,pregnancy-associated_hypertension
Connecticut,1995,Yes,1221,pregnancy-associated_hypertension
Connecticut,1995,No,37149,pregnancy-associated_hypertension
Connecticut,1995,Unknown or Not Stated,5964,pregnancy-associated_hypertension
Connecticut,1996,Yes,1162,pregnancy-associated_hypertension
Connecticut,1996,No,36541,pregnancy-associated_hypertension
Connecticut,1996,Unknown or Not Stated,6766,pregnancy-associated_hypertension
Connecticut,1997,Yes,1113,pregnancy-associated_hypertension
Connecticut,1997,No,35582,pregnancy-associated_hypertension
Connecticut,1997,Unknown or Not Stated,6414,pregnancy-associated_hypertension
Connecticut,1998,Yes,1154,pregnancy-associated_hypertension
Connecticut,1998,No,37511,pregnancy-associated_hypertension
Connecticut,1998,Unknown or Not Stated,5155,pregnancy-associated_hypertension
Connecticut,1999,Yes,1295,pregnancy-associated_hypertension
Connecticut,1999,No,37755,pregnancy-associated_hypertension
Connecticut,1999,Unknown or Not Stated,4260,pregnancy-associated_hypertension
Connecticut,2000,Yes,1248,pregnancy-associated_hypertension
Connecticut,2000,No,38086,pregnancy-associated_hypertension
Connecticut,2000,Unknown or Not Stated,3692,pregnancy-associated_hypertension
Connecticut,2001,Yes,1293,pregnancy-associated_hypertension
Connecticut,2001,No,40323,pregnancy-associated_hypertension
Connecticut,2001,Unknown or Not Stated,1032,pregnancy-associated_hypertension
Connecticut,2002,Yes,1242,pregnancy-associated_hypertension
Connecticut,2002,No,40344,pregnancy-associated_hypertension
Connecticut,2002,Unknown or Not Stated,415,pregnancy-associated_hypertension
Delaware,1995,Yes,413,pregnancy-associated_hypertension
Delaware,1995,No,9851,pregnancy-associated_hypertension
Delaware,1996,Yes,474,pregnancy-associated_hypertension
Delaware,1996,No,9677,pregnancy-associated_hypertension
Delaware,1997,Yes,499,pregnancy-associated_hypertension
Delaware,1997,No,9750,pregnancy-associated_hypertension
Delaware,1998,Yes,608,pregnancy-associated_hypertension
Delaware,1998,No,9966,pregnancy-associated_hypertension
Delaware,1999,Yes,502,pregnancy-associated_hypertension
Delaware,1999,No,10172,pregnancy-associated_hypertension
Delaware,2000,Yes,622,pregnancy-associated_hypertension
Delaware,2000,No,10426,pregnancy-associated_hypertension
Delaware,2001,Yes,620,pregnancy-associated_hypertension
Delaware,2001,No,10128,pregnancy-associated_hypertension
Delaware,2002,Yes,635,pregnancy-associated_hypertension
Delaware,2002,No,10450,pregnancy-associated_hypertension
District of Columbia,1995,Yes,169,pregnancy-associated_hypertension
District of Columbia,1995,No,8844,pregnancy-associated_hypertension
District of Columbia,1996,Yes,102,pregnancy-associated_hypertension
District of Columbia,1996,No,8288,pregnancy-associated_hypertension
District of Columbia,1997,Yes,90,pregnancy-associated_hypertension
District of Columbia,1997,No,7837,pregnancy-associated_hypertension
District of Columbia,1998,Yes,91,pregnancy-associated_hypertension
District of Columbia,1998,No,7594,pregnancy-associated_hypertension
District of Columbia,1999,Yes,64,pregnancy-associated_hypertension
District of Columbia,1999,No,7456,pregnancy-associated_hypertension
District of Columbia,2000,Yes,75,pregnancy-associated_hypertension
District of Columbia,2000,No,7589,pregnancy-associated_hypertension
District of Columbia,2001,Yes,116,pregnancy-associated_hypertension
District of Columbia,2001,No,7509,pregnancy-associated_hypertension
District of Columbia,2002,Yes,158,pregnancy-associated_hypertension
District of Columbia,2002,No,7340,pregnancy-associated_hypertension
Florida,1995,Yes,6550,pregnancy-associated_hypertension
Florida,1995,No,182147,pregnancy-associated_hypertension
Florida,1995,Unknown or Not Stated,26,pregnancy-associated_hypertension
Florida,1996,Yes,6661,pregnancy-associated_hypertension
Florida,1996,No,182705,pregnancy-associated_hypertension
Florida,1996,Unknown or Not Stated,26,pregnancy-associated_hypertension
Florida,1997,Yes,6921,pregnancy-associated_hypertension
Florida,1997,No,185445,pregnancy-associated_hypertension
Florida,1997,Unknown or Not Stated,17,pregnancy-associated_hypertension
Florida,1998,Yes,7294,pregnancy-associated_hypertension
Florida,1998,No,188319,pregnancy-associated_hypertension
Florida,1998,Unknown or Not Stated,24,pregnancy-associated_hypertension
Florida,1999,Yes,7370,pregnancy-associated_hypertension
Florida,1999,No,189633,pregnancy-associated_hypertension
Florida,1999,Unknown or Not Stated,20,pregnancy-associated_hypertension
Florida,2000,Yes,7762,pregnancy-associated_hypertension
Florida,2000,No,196329,pregnancy-associated_hypertension
Florida,2000,Unknown or Not Stated,34,pregnancy-associated_hypertension
Florida,2001,Yes,7328,pregnancy-associated_hypertension
Florida,2001,No,198446,pregnancy-associated_hypertension
Florida,2001,Unknown or Not Stated,19,pregnancy-associated_hypertension
Florida,2002,Yes,7667,pregnancy-associated_hypertension
Florida,2002,No,197885,pregnancy-associated_hypertension
Florida,2002,Unknown or Not Stated,27,pregnancy-associated_hypertension
Georgia,1995,Yes,2714,pregnancy-associated_hypertension
Georgia,1995,No,109006,pregnancy-associated_hypertension
Georgia,1995,Unknown or Not Stated,562,pregnancy-associated_hypertension
Georgia,1996,Yes,3195,pregnancy-associated_hypertension
Georgia,1996,No,110364,pregnancy-associated_hypertension
Georgia,1996,Unknown or Not Stated,484,pregnancy-associated_hypertension
Georgia,1997,Yes,3270,pregnancy-associated_hypertension
Georgia,1997,No,114444,pregnancy-associated_hypertension
Georgia,1997,Unknown or Not Stated,507,pregnancy-associated_hypertension
Georgia,1998,Yes,3267,pregnancy-associated_hypertension
Georgia,1998,No,118660,pregnancy-associated_hypertension
Georgia,1998,Unknown or Not Stated,441,pregnancy-associated_hypertension
Georgia,1999,Yes,3361,pregnancy-associated_hypertension
Georgia,1999,No,122930,pregnancy-associated_hypertension
Georgia,1999,Unknown or Not Stated,426,pregnancy-associated_hypertension
Georgia,2000,Yes,3284,pregnancy-associated_hypertension
Georgia,2000,No,128909,pregnancy-associated_hypertension
Georgia,2000,Unknown or Not Stated,451,pregnancy-associated_hypertension
Georgia,2001,Yes,3186,pregnancy-associated_hypertension
Georgia,2001,No,129864,pregnancy-associated_hypertension
Georgia,2001,Unknown or Not Stated,476,pregnancy-associated_hypertension
Georgia,2002,Yes,3145,pregnancy-associated_hypertension
Georgia,2002,No,129658,pregnancy-associated_hypertension
Georgia,2002,Unknown or Not Stated,497,pregnancy-associated_hypertension
Hawaii,1995,Yes,488,pregnancy-associated_hypertension
Hawaii,1995,No,17904,pregnancy-associated_hypertension
Hawaii,1995,Unknown or Not Stated,203,pregnancy-associated_hypertension
Hawaii,1996,Yes,523,pregnancy-associated_hypertension
Hawaii,1996,No,17807,pregnancy-associated_hypertension
Hawaii,1996,Unknown or Not Stated,71,pregnancy-associated_hypertension
Hawaii,1997,Yes,372,pregnancy-associated_hypertension
Hawaii,1997,No,13504,pregnancy-associated_hypertension
Hawaii,1997,Unknown or Not Stated,3517,pregnancy-associated_hypertension
Hawaii,1998,Yes,363,pregnancy-associated_hypertension
Hawaii,1998,No,14364,pregnancy-associated_hypertension
Hawaii,1998,Unknown or Not Stated,2856,pregnancy-associated_hypertension
Hawaii,1999,Yes,355,pregnancy-associated_hypertension
Hawaii,1999,No,13345,pregnancy-associated_hypertension
Hawaii,1999,Unknown or Not Stated,3338,pregnancy-associated_hypertension
Hawaii,2000,Yes,441,pregnancy-associated_hypertension
Hawaii,2000,No,14037,pregnancy-associated_hypertension
Hawaii,2000,Unknown or Not Stated,3073,pregnancy-associated_hypertension
Hawaii,2001,Yes,693,pregnancy-associated_hypertension
Hawaii,2001,No,16317,pregnancy-associated_hypertension
Hawaii,2001,Unknown or Not Stated,62,pregnancy-associated_hypertension
Hawaii,2002,Yes,668,pregnancy-associated_hypertension
Hawaii,2002,No,16799,pregnancy-associated_hypertension
Hawaii,2002,Unknown or Not Stated,10,pregnancy-associated_hypertension
Idaho,1995,Yes,785,pregnancy-associated_hypertension
Idaho,1995,No,16296,pregnancy-associated_hypertension
Idaho,1995,Unknown or Not Stated,954,pregnancy-associated_hypertension
Idaho,1996,Yes,794,pregnancy-associated_hypertension
Idaho,1996,No,17019,pregnancy-associated_hypertension
Idaho,1996,Unknown or Not Stated,812,pregnancy-associated_hypertension
Idaho,1997,Yes,739,pregnancy-associated_hypertension
Idaho,1997,No,17712,pregnancy-associated_hypertension
Idaho,1997,Unknown or Not Stated,131,pregnancy-associated_hypertension
Idaho,1998,Yes,918,pregnancy-associated_hypertension
Idaho,1998,No,18278,pregnancy-associated_hypertension
Idaho,1998,Unknown or Not Stated,195,pregnancy-associated_hypertension
Idaho,1999,Yes,984,pregnancy-associated_hypertension
Idaho,1999,No,18842,pregnancy-associated_hypertension
Idaho,1999,Unknown or Not Stated,46,pregnancy-associated_hypertension
Idaho,2000,Yes,1024,pregnancy-associated_hypertension
Idaho,2000,No,19185,pregnancy-associated_hypertension
Idaho,2000,Unknown or Not Stated,157,pregnancy-associated_hypertension
Idaho,2001,Yes,893,pregnancy-associated_hypertension
Idaho,2001,No,19722,pregnancy-associated_hypertension
Idaho,2001,Unknown or Not Stated,73,pregnancy-associated_hypertension
Idaho,2002,Yes,1134,pregnancy-associated_hypertension
Idaho,2002,No,19771,pregnancy-associated_hypertension
Idaho,2002,Unknown or Not Stated,65,pregnancy-associated_hypertension
Illinois,1995,Yes,5234,pregnancy-associated_hypertension
Illinois,1995,No,180448,pregnancy-associated_hypertension
Illinois,1995,Unknown or Not Stated,130,pregnancy-associated_hypertension
Illinois,1996,Yes,5290,pregnancy-associated_hypertension
Illinois,1996,No,177763,pregnancy-associated_hypertension
Illinois,1996,Unknown or Not Stated,127,pregnancy-associated_hypertension
Illinois,1997,Yes,5866,pregnancy-associated_hypertension
Illinois,1997,No,174839,pregnancy-associated_hypertension
Illinois,1997,Unknown or Not Stated,98,pregnancy-associated_hypertension
Illinois,1998,Yes,5860,pregnancy-associated_hypertension
Illinois,1998,No,176627,pregnancy-associated_hypertension
Illinois,1998,Unknown or Not Stated,101,pregnancy-associated_hypertension
Illinois,1999,Yes,6426,pregnancy-associated_hypertension
Illinois,1999,No,175603,pregnancy-associated_hypertension
Illinois,1999,Unknown or Not Stated,39,pregnancy-associated_hypertension
Illinois,2000,Yes,6556,pregnancy-associated_hypertension
Illinois,2000,No,178414,pregnancy-associated_hypertension
Illinois,2000,Unknown or Not Stated,66,pregnancy-associated_hypertension
Illinois,2001,Yes,6339,pregnancy-associated_hypertension
Illinois,2001,No,177664,pregnancy-associated_hypertension
Illinois,2001,Unknown or Not Stated,61,pregnancy-associated_hypertension
Illinois,2002,Yes,6062,pregnancy-associated_hypertension
Illinois,2002,No,174501,pregnancy-associated_hypertension
Illinois,2002,Unknown or Not Stated,59,pregnancy-associated_hypertension
Indiana,1995,Yes,3321,pregnancy-associated_hypertension
Indiana,1995,No,79236,pregnancy-associated_hypertension
Indiana,1995,Unknown or Not Stated,278,pregnancy-associated_hypertension
Indiana,1996,Yes,3520,pregnancy-associated_hypertension
Indiana,1996,No,79785,pregnancy-associated_hypertension
Indiana,1996,Unknown or Not Stated,208,pregnancy-associated_hypertension
Indiana,1997,Yes,3562,pregnancy-associated_hypertension
Indiana,1997,No,79691,pregnancy-associated_hypertension
Indiana,1997,Unknown or Not Stated,183,pregnancy-associated_hypertension
Indiana,1998,Yes,3678,pregnancy-associated_hypertension
Indiana,1998,No,81327,pregnancy-associated_hypertension
Indiana,1998,Unknown or Not Stated,117,pregnancy-associated_hypertension
Indiana,1999,Yes,3739,pregnancy-associated_hypertension
Indiana,1999,No,82159,pregnancy-associated_hypertension
Indiana,1999,Unknown or Not Stated,133,pregnancy-associated_hypertension
Indiana,2000,Yes,4085,pregnancy-associated_hypertension
Indiana,2000,No,83338,pregnancy-associated_hypertension
Indiana,2000,Unknown or Not Stated,276,pregnancy-associated_hypertension
Indiana,2001,Yes,3962,pregnancy-associated_hypertension
Indiana,2001,No,82422,pregnancy-associated_hypertension
Indiana,2001,Unknown or Not Stated,75,pregnancy-associated_hypertension
Indiana,2002,Yes,3835,pregnancy-associated_hypertension
Indiana,2002,No,81235,pregnancy-associated_hypertension
Indiana,2002,Unknown or Not Stated,11,pregnancy-associated_hypertension
Iowa,1995,Yes,1535,pregnancy-associated_hypertension
Iowa,1995,No,35210,pregnancy-associated_hypertension
Iowa,1995,Unknown or Not Stated,65,pregnancy-associated_hypertension
Iowa,1996,Yes,1711,pregnancy-associated_hypertension
Iowa,1996,No,35408,pregnancy-associated_hypertension
Iowa,1996,Unknown or Not Stated,20,pregnancy-associated_hypertension
Iowa,1997,Yes,1751,pregnancy-associated_hypertension
Iowa,1997,No,34885,pregnancy-associated_hypertension
Iowa,1997,Unknown or Not Stated,23,pregnancy-associated_hypertension
Iowa,1998,Yes,1727,pregnancy-associated_hypertension
Iowa,1998,No,35466,pregnancy-associated_hypertension
Iowa,1998,Unknown or Not Stated,89,pregnancy-associated_hypertension
Iowa,1999,Yes,1723,pregnancy-associated_hypertension
Iowa,1999,No,35810,pregnancy-associated_hypertension
Iowa,1999,Unknown or Not Stated,25,pregnancy-associated_hypertension
Iowa,2000,Yes,1729,pregnancy-associated_hypertension
Iowa,2000,No,36506,pregnancy-associated_hypertension
Iowa,2000,Unknown or Not Stated,31,pregnancy-associated_hypertension
Iowa,2001,Yes,1760,pregnancy-associated_hypertension
Iowa,2001,No,35833,pregnancy-associated_hypertension
Iowa,2001,Unknown or Not Stated,26,pregnancy-associated_hypertension
Iowa,2002,Yes,1763,pregnancy-associated_hypertension
Iowa,2002,No,35786,pregnancy-associated_hypertension
Iowa,2002,Unknown or Not Stated,10,pregnancy-associated_hypertension
Kansas,1995,Yes,1282,pregnancy-associated_hypertension
Kansas,1995,No,35355,pregnancy-associated_hypertension
Kansas,1995,Unknown or Not Stated,564,pregnancy-associated_hypertension
Kansas,1996,Yes,1271,pregnancy-associated_hypertension
Kansas,1996,No,35221,pregnancy-associated_hypertension
Kansas,1996,Unknown or Not Stated,159,pregnancy-associated_hypertension
Kansas,1997,Yes,1290,pregnancy-associated_hypertension
Kansas,1997,No,35856,pregnancy-associated_hypertension
Kansas,1997,Unknown or Not Stated,143,pregnancy-associated_hypertension
Kansas,1998,Yes,1392,pregnancy-associated_hypertension
Kansas,1998,No,36854,pregnancy-associated_hypertension
Kansas,1998,Unknown or Not Stated,176,pregnancy-associated_hypertension
Kansas,1999,Yes,1439,pregnancy-associated_hypertension
Kansas,1999,No,37162,pregnancy-associated_hypertension
Kansas,1999,Unknown or Not Stated,181,pregnancy-associated_hypertension
Kansas,2000,Yes,1599,pregnancy-associated_hypertension
Kansas,2000,No,37987,pregnancy-associated_hypertension
Kansas,2000,Unknown or Not Stated,80,pregnancy-associated_hypertension
Kansas,2001,Yes,1400,pregnancy-associated_hypertension
Kansas,2001,No,37408,pregnancy-associated_hypertension
Kansas,2001,Unknown or Not Stated,61,pregnancy-associated_hypertension
Kansas,2002,Yes,1414,pregnancy-associated_hypertension
Kansas,2002,No,37950,pregnancy-associated_hypertension
Kansas,2002,Unknown or Not Stated,48,pregnancy-associated_hypertension
Kentucky,1995,Yes,2695,pregnancy-associated_hypertension
Kentucky,1995,No,47213,pregnancy-associated_hypertension
Kentucky,1995,Unknown or Not Stated,2469,pregnancy-associated_hypertension
Kentucky,1996,Yes,2924,pregnancy-associated_hypertension
Kentucky,1996,No,46562,pregnancy-associated_hypertension
Kentucky,1996,Unknown or Not Stated,3220,pregnancy-associated_hypertension
Kentucky,1997,Yes,2914,pregnancy-associated_hypertension
Kentucky,1997,No,46704,pregnancy-associated_hypertension
Kentucky,1997,Unknown or Not Stated,3585,pregnancy-associated_hypertension
Kentucky,1998,Yes,2974,pregnancy-associated_hypertension
Kentucky,1998,No,48054,pregnancy-associated_hypertension
Kentucky,1998,Unknown or Not Stated,3301,pregnancy-associated_hypertension
Kentucky,1999,Yes,3076,pregnancy-associated_hypertension
Kentucky,1999,No,48457,pregnancy-associated_hypertension
Kentucky,1999,Unknown or Not Stated,2870,pregnancy-associated_hypertension
Kentucky,2000,Yes,3019,pregnancy-associated_hypertension
Kentucky,2000,No,44620,pregnancy-associated_hypertension
Kentucky,2000,Unknown or Not Stated,8390,pregnancy-associated_hypertension
Kentucky,2001,Yes,3036,pregnancy-associated_hypertension
Kentucky,2001,No,49103,pregnancy-associated_hypertension
Kentucky,2001,Unknown or Not Stated,2519,pregnancy-associated_hypertension
Kentucky,2002,Yes,2931,pregnancy-associated_hypertension
Kentucky,2002,No,50068,pregnancy-associated_hypertension
Kentucky,2002,Unknown or Not Stated,1234,pregnancy-associated_hypertension
Louisiana,1995,Yes,2021,pregnancy-associated_hypertension
Louisiana,1995,No,63564,pregnancy-associated_hypertension
Louisiana,1995,Unknown or Not Stated,56,pregnancy-associated_hypertension
Louisiana,1996,Yes,1931,pregnancy-associated_hypertension
Louisiana,1996,No,63191,pregnancy-associated_hypertension
Louisiana,1996,Unknown or Not Stated,82,pregnancy-associated_hypertension
Louisiana,1997,Yes,1887,pregnancy-associated_hypertension
Louisiana,1997,No,64101,pregnancy-associated_hypertension
Louisiana,1997,Unknown or Not Stated,37,pregnancy-associated_hypertension
Louisiana,1998,Yes,2147,pregnancy-associated_hypertension
Louisiana,1998,No,64709,pregnancy-associated_hypertension
Louisiana,1998,Unknown or Not Stated,32,pregnancy-associated_hypertension
Louisiana,1999,Yes,2353,pregnancy-associated_hypertension
Louisiana,1999,No,64734,pregnancy-associated_hypertension
Louisiana,1999,Unknown or Not Stated,49,pregnancy-associated_hypertension
Louisiana,2000,Yes,2300,pregnancy-associated_hypertension
Louisiana,2000,No,65498,pregnancy-associated_hypertension
Louisiana,2000,Unknown or Not Stated,100,pregnancy-associated_hypertension
Louisiana,2001,Yes,2236,pregnancy-associated_hypertension
Louisiana,2001,No,63045,pregnancy-associated_hypertension
Louisiana,2001,Unknown or Not Stated,71,pregnancy-associated_hypertension
Louisiana,2002,Yes,2317,pregnancy-associated_hypertension
Louisiana,2002,No,62512,pregnancy-associated_hypertension
Louisiana,2002,Unknown or Not Stated,43,pregnancy-associated_hypertension
Maine,1995,Yes,639,pregnancy-associated_hypertension
Maine,1995,No,13194,pregnancy-associated_hypertension
Maine,1995,Unknown or Not Stated,63,pregnancy-associated_hypertension
Maine,1996,Yes,682,pregnancy-associated_hypertension
Maine,1996,No,13085,pregnancy-associated_hypertension
Maine,1997,Yes,719,pregnancy-associated_hypertension
Maine,1997,No,12939,pregnancy-associated_hypertension
Maine,1997,Unknown or Not Stated,11,pregnancy-associated_hypertension
Maine,1998,Yes,786,pregnancy-associated_hypertension
Maine,1998,No,12927,pregnancy-associated_hypertension
Maine,1998,Unknown or Not Stated,20,pregnancy-associated_hypertension
Maine,1999,Yes,804,pregnancy-associated_hypertension
Maine,1999,No,12800,pregnancy-associated_hypertension
Maine,1999,Unknown or Not Stated,12,pregnancy-associated_hypertension
Maine,2000,Yes,815,pregnancy-associated_hypertension
Maine,2000,No,12774,pregnancy-associated_hypertension
Maine,2000,Unknown or Not Stated,14,pregnancy-associated_hypertension
Maine,2001,Yes,825,pregnancy-associated_hypertension
Maine,2001,No,12923,pregnancy-associated_hypertension
Maine,2001,Unknown or Not Stated,11,pregnancy-associated_hypertension
Maine,2002,Yes,803,pregnancy-associated_hypertension
Maine,2002,No,12749,pregnancy-associated_hypertension
Maryland,1995,Yes,2462,pregnancy-associated_hypertension
Maryland,1995,No,69899,pregnancy-associated_hypertension
Maryland,1995,Unknown or Not Stated,35,pregnancy-associated_hypertension
Maryland,1996,Yes,2241,pregnancy-associated_hypertension
Maryland,1996,No,69270,pregnancy-associated_hypertension
Maryland,1996,Unknown or Not Stated,22,pregnancy-associated_hypertension
Maryland,1997,Yes,2200,pregnancy-associated_hypertension
Maryland,1997,No,67989,pregnancy-associated_hypertension
Maryland,1997,Unknown or Not Stated,26,pregnancy-associated_hypertension
Maryland,1998,Yes,2277,pregnancy-associated_hypertension
Maryland,1998,No,69667,pregnancy-associated_hypertension
Maryland,1998,Unknown or Not Stated,28,pregnancy-associated_hypertension
Maryland,1999,Yes,2304,pregnancy-associated_hypertension
Maryland,1999,No,69653,pregnancy-associated_hypertension
Maryland,1999,Unknown or Not Stated,10,pregnancy-associated_hypertension
Maryland,2000,Yes,2421,pregnancy-associated_hypertension
Maryland,2000,No,71887,pregnancy-associated_hypertension
Maryland,2001,Yes,2284,pregnancy-associated_hypertension
Maryland,2001,No,70927,pregnancy-associated_hypertension
Maryland,2002,Yes,2557,pregnancy-associated_hypertension
Maryland,2002,No,70756,pregnancy-associated_hypertension
