state_name,year,condition_status,counts,condition
District of Columbia,2021,Unknown or Not Stated,106,hepatitis_B
Florida,2016,Yes,364,hepatitis_B
Florida,2016,No,222176,hepatitis_B
Florida,2016,Unknown or Not Stated,2482,hepatitis_B
Florida,2017,Yes,390,hepatitis_B
Florida,2017,No,220825,hepatitis_B
Florida,2017,Unknown or Not Stated,2415,hepatitis_B
Florida,2018,Yes,381,hepatitis_B
Florida,2018,No,218771,hepatitis_B
Florida,2018,Unknown or Not Stated,2390,hepatitis_B
Florida,2019,Yes,394,hepatitis_B
Florida,2019,No,218538,hepatitis_B
Florida,2019,Unknown or Not Stated,1070,hepatitis_B
Florida,2020,Yes,395,hepatitis_B
Florida,2020,No,208454,hepatitis_B
Florida,2020,Unknown or Not Stated,822,hepatitis_B
Florida,2021,Yes,359,hepatitis_B
Florida,2021,No,214623,hepatitis_B
Florida,2021,Unknown or Not Stated,1278,hepatitis_B
Georgia,2016,Yes,240,hepatitis_B
Georgia,2016,No,129271,hepatitis_B
Georgia,2016,Unknown or Not Stated,531,hepatitis_B
Georgia,2017,Yes,245,hepatitis_B
Georgia,2017,No,128462,hepatitis_B
Georgia,2017,Unknown or Not Stated,536,hepatitis_B
Georgia,2018,Yes,198,hepatitis_B
Georgia,2018,No,125471,hepatitis_B
Georgia,2018,Unknown or Not Stated,503,hepatitis_B
Georgia,2019,Yes,203,hepatitis_B
Georgia,2019,No,125865,hepatitis_B
Georgia,2019,Unknown or Not Stated,303,hepatitis_B
Georgia,2020,Yes,196,hepatitis_B
Georgia,2020,No,121978,hepatitis_B
Georgia,2020,Unknown or Not Stated,299,hepatitis_B
Georgia,2021,Yes,192,hepatitis_B
Georgia,2021,No,123570,hepatitis_B
Georgia,2021,Unknown or Not Stated,311,hepatitis_B
Hawaii,2016,Yes,78,hepatitis_B
Hawaii,2016,No,17981,hepatitis_B
Hawaii,2017,Yes,94,hepatitis_B
Hawaii,2017,No,17423,hepatitis_B
Hawaii,2018,Yes,87,hepatitis_B
Hawaii,2018,No,16885,hepatitis_B
Hawaii,2019,Yes,92,hepatitis_B
Hawaii,2019,No,16705,hepatitis_B
Hawaii,2020,Yes,63,hepatitis_B
Hawaii,2020,No,15721,hepatitis_B
Hawaii,2021,Yes,52,hepatitis_B
Hawaii,2021,No,15568,hepatitis_B
Idaho,2016,Yes,28,hepatitis_B
Idaho,2016,No,22382,hepatitis_B
Idaho,2016,Unknown or Not Stated,72,hepatitis_B
Idaho,2017,Yes,16,hepatitis_B
Idaho,2017,No,22115,hepatitis_B
Idaho,2017,Unknown or Not Stated,50,hepatitis_B
Idaho,2018,Yes,22,hepatitis_B
Idaho,2018,No,21342,hepatitis_B
Idaho,2018,Unknown or Not Stated,39,hepatitis_B
Idaho,2019,Yes,19,hepatitis_B
Idaho,2019,No,21992,hepatitis_B
Idaho,2019,Unknown or Not Stated,52,hepatitis_B
Idaho,2020,Yes,22,hepatitis_B
Idaho,2020,No,21476,hepatitis_B
Idaho,2020,Unknown or Not Stated,35,hepatitis_B
Idaho,2021,Yes,18,hepatitis_B
Idaho,2021,No,22336,hepatitis_B
Idaho,2021,Unknown or Not Stated,73,hepatitis_B
Illinois,2016,Yes,221,hepatitis_B
Illinois,2016,No,153901,hepatitis_B
Illinois,2016,Unknown or Not Stated,323,hepatitis_B
Illinois,2017,Yes,198,hepatitis_B
Illinois,2017,No,148709,hepatitis_B
Illinois,2017,Unknown or Not Stated,483,hepatitis_B
Illinois,2018,Yes,203,hepatitis_B
Illinois,2018,No,144227,hepatitis_B
Illinois,2018,Unknown or Not Stated,385,hepatitis_B
Illinois,2019,Yes,203,hepatitis_B
Illinois,2019,No,139774,hepatitis_B
Illinois,2019,Unknown or Not Stated,151,hepatitis_B
Illinois,2020,Yes,165,hepatitis_B
Illinois,2020,No,132910,hepatitis_B
Illinois,2020,Unknown or Not Stated,223,hepatitis_B
Illinois,2021,Yes,141,hepatitis_B
Illinois,2021,No,131897,hepatitis_B
Illinois,2021,Unknown or Not Stated,151,hepatitis_B
Indiana,2016,Yes,105,hepatitis_B
Indiana,2016,No,82977,hepatitis_B
Indiana,2017,Yes,92,hepatitis_B
Indiana,2017,No,82074,hepatitis_B
Indiana,2018,Yes,128,hepatitis_B
Indiana,2018,No,81516,hepatitis_B
Indiana,2019,Yes,122,hepatitis_B
Indiana,2019,No,80732,hepatitis_B
Indiana,2020,Yes,104,hepatitis_B
Indiana,2020,No,78462,hepatitis_B
Indiana,2020,Unknown or Not Stated,50,hepatitis_B
Indiana,2021,Yes,102,hepatitis_B
Indiana,2021,No,77428,hepatitis_B
Indiana,2021,Unknown or Not Stated,2416,hepatitis_B
Iowa,2016,Yes,86,hepatitis_B
Iowa,2016,No,39316,hepatitis_B
Iowa,2017,Yes,79,hepatitis_B
Iowa,2017,No,38345,hepatitis_B
Iowa,2018,Yes,96,hepatitis_B
Iowa,2018,No,37688,hepatitis_B
Iowa,2019,Yes,110,hepatitis_B
Iowa,2019,No,37535,hepatitis_B
Iowa,2020,Yes,85,hepatitis_B
Iowa,2020,No,36026,hepatitis_B
Iowa,2021,Yes,96,hepatitis_B
Iowa,2021,No,36726,hepatitis_B
Iowa,2021,Unknown or Not Stated,13,hepatitis_B
Kansas,2016,Yes,49,hepatitis_B
Kansas,2016,No,38004,hepatitis_B
Kansas,2017,Yes,43,hepatitis_B
Kansas,2017,No,36475,hepatitis_B
Kansas,2018,Yes,40,hepatitis_B
Kansas,2018,No,36220,hepatitis_B
Kansas,2019,Yes,46,hepatitis_B
Kansas,2019,No,35349,hepatitis_B
Kansas,2020,Yes,37,hepatitis_B
Kansas,2020,No,34337,hepatitis_B
Kansas,2021,Yes,44,hepatitis_B
Kansas,2021,No,34658,hepatitis_B
Kentucky,2016,Yes,76,hepatitis_B
Kentucky,2016,No,54853,hepatitis_B
Kentucky,2016,Unknown or Not Stated,520,hepatitis_B
Kentucky,2017,Yes,105,hepatitis_B
Kentucky,2017,No,54417,hepatitis_B
Kentucky,2017,Unknown or Not Stated,230,hepatitis_B
Kentucky,2018,Yes,84,hepatitis_B
Kentucky,2018,No,53687,hepatitis_B
Kentucky,2018,Unknown or Not Stated,151,hepatitis_B
Kentucky,2019,Yes,80,hepatitis_B
Kentucky,2019,No,52778,hepatitis_B
Kentucky,2019,Unknown or Not Stated,211,hepatitis_B
Kentucky,2020,Yes,83,hepatitis_B
Kentucky,2020,No,50937,hepatitis_B
Kentucky,2020,Unknown or Not Stated,648,hepatitis_B
Kentucky,2021,Yes,86,hepatitis_B
Kentucky,2021,No,51830,hepatitis_B
Kentucky,2021,Unknown or Not Stated,298,hepatitis_B
Louisiana,2016,Yes,72,hepatitis_B
Louisiana,2016,No,63106,hepatitis_B
Louisiana,2017,Yes,85,hepatitis_B
Louisiana,2017,No,60933,hepatitis_B
Louisiana,2018,Yes,79,hepatitis_B
Louisiana,2018,No,59536,hepatitis_B
Louisiana,2019,Yes,57,hepatitis_B
Louisiana,2019,No,58882,hepatitis_B
Louisiana,2020,Yes,59,hepatitis_B
Louisiana,2020,No,57267,hepatitis_B
Louisiana,2021,Yes,52,hepatitis_B
Louisiana,2021,No,57378,hepatitis_B
Maine,2016,Yes,18,hepatitis_B
Maine,2016,No,12606,hepatitis_B
Maine,2016,Unknown or Not Stated,81,hepatitis_B
Maine,2017,Yes,27,hepatitis_B
Maine,2017,No,12220,hepatitis_B
Maine,2017,Unknown or Not Stated,51,hepatitis_B
Maine,2018,Yes,20,hepatitis_B
Maine,2018,No,12243,hepatitis_B
Maine,2018,Unknown or Not Stated,48,hepatitis_B
Maine,2019,Yes,19,hepatitis_B
Maine,2019,No,11693,hepatitis_B
Maine,2019,Unknown or Not Stated,67,hepatitis_B
Maine,2020,Yes,19,hepatitis_B
Maine,2020,No,11357,hepatitis_B
Maine,2020,Unknown or Not Stated,163,hepatitis_B
Maine,2021,Yes,30,hepatitis_B
Maine,2021,No,11929,hepatitis_B
Maine,2021,Unknown or Not Stated,47,hepatitis_B
Maryland,2016,Yes,199,hepatitis_B
Maryland,2016,No,72844,hepatitis_B
Maryland,2016,Unknown or Not Stated,93,hepatitis_B
Maryland,2017,Yes,203,hepatitis_B
Maryland,2017,No,71396,hepatitis_B
Maryland,2017,Unknown or Not Stated,42,hepatitis_B
Maryland,2018,Yes,208,hepatitis_B
Maryland,2018,No,70803,hepatitis_B
Maryland,2018,Unknown or Not Stated,69,hepatitis_B
Maryland,2019,Yes,182,hepatitis_B
Maryland,2019,No,69965,hepatitis_B
Maryland,2019,Unknown or Not Stated,31,hepatitis_B
Maryland,2020,Yes,181,hepatitis_B
Maryland,2020,No,68346,hepatitis_B
Maryland,2020,Unknown or Not Stated,27,hepatitis_B
Maryland,2021,Yes,143,hepatitis_B
Maryland,2021,No,68123,hepatitis_B
Maryland,2021,Unknown or Not Stated,19,hepatitis_B
Massachusetts,2016,Yes,277,hepatitis_B
Massachusetts,2016,No,70934,hepatitis_B
Massachusetts,2016,Unknown or Not Stated,106,hepatitis_B
Massachusetts,2017,Yes,268,hepatitis_B
Massachusetts,2017,No,70358,hepatitis_B
Massachusetts,2017,Unknown or Not Stated,76,hepatitis_B
Massachusetts,2018,Yes,292,hepatitis_B
Massachusetts,2018,No,68743,hepatitis_B
Massachusetts,2018,Unknown or Not Stated,74,hepatitis_B
Massachusetts,2019,Yes,242,hepatitis_B
Massachusetts,2019,No,68734,hepatitis_B
Massachusetts,2019,Unknown or Not Stated,141,hepatitis_B
Massachusetts,2020,Yes,211,hepatitis_B
Massachusetts,2020,No,65982,hepatitis_B
Massachusetts,2020,Unknown or Not Stated,235,hepatitis_B
Massachusetts,2021,Yes,188,hepatitis_B
Massachusetts,2021,No,68268,hepatitis_B
Massachusetts,2021,Unknown or Not Stated,681,hepatitis_B
Michigan,2016,Yes,188,hepatitis_B
Michigan,2016,No,112102,hepatitis_B
Michigan,2016,Unknown or Not Stated,1025,hepatitis_B
Michigan,2017,Yes,209,hepatitis_B
Michigan,2017,No,109766,hepatitis_B
Michigan,2017,Unknown or Not Stated,1451,hepatitis_B
Michigan,2018,Yes,182,hepatitis_B
Michigan,2018,No,108806,hepatitis_B
Michigan,2018,Unknown or Not Stated,1044,hepatitis_B
Michigan,2019,Yes,136,hepatitis_B
Michigan,2019,No,106271,hepatitis_B
Michigan,2019,Unknown or Not Stated,1479,hepatitis_B
Michigan,2020,Yes,134,hepatitis_B
Michigan,2020,No,102562,hepatitis_B
Michigan,2020,Unknown or Not Stated,1378,hepatitis_B
Michigan,2021,Yes,96,hepatitis_B
Michigan,2021,No,103643,hepatitis_B
Michigan,2021,Unknown or Not Stated,1241,hepatitis_B
Minnesota,2016,Yes,375,hepatitis_B
Minnesota,2016,No,69184,hepatitis_B
Minnesota,2016,Unknown or Not Stated,190,hepatitis_B
Minnesota,2017,Yes,367,hepatitis_B
Minnesota,2017,No,67993,hepatitis_B
Minnesota,2017,Unknown or Not Stated,235,hepatitis_B
Minnesota,2018,Yes,344,hepatitis_B
Minnesota,2018,No,66838,hepatitis_B
Minnesota,2018,Unknown or Not Stated,162,hepatitis_B
Minnesota,2019,Yes,329,hepatitis_B
Minnesota,2019,No,65485,hepatitis_B
Minnesota,2019,Unknown or Not Stated,213,hepatitis_B
Minnesota,2020,Yes,331,hepatitis_B
Minnesota,2020,No,62934,hepatitis_B
Minnesota,2020,Unknown or Not Stated,178,hepatitis_B
Minnesota,2021,Yes,273,hepatitis_B
Minnesota,2021,No,63979,hepatitis_B
Minnesota,2021,Unknown or Not Stated,173,hepatitis_B
Mississippi,2016,Yes,43,hepatitis_B
Mississippi,2016,No,37867,hepatitis_B
Mississippi,2016,Unknown or Not Stated,18,hepatitis_B
Mississippi,2017,Yes,39,hepatitis_B
Mississippi,2017,No,37306,hepatitis_B
Mississippi,2017,Unknown or Not Stated,12,hepatitis_B
Mississippi,2018,Yes,41,hepatitis_B
Mississippi,2018,No,36936,hepatitis_B
Mississippi,2018,Unknown or Not Stated,23,hepatitis_B
Mississippi,2019,Yes,46,hepatitis_B
Mississippi,2019,No,36569,hepatitis_B
Mississippi,2019,Unknown or Not Stated,21,hepatitis_B
Mississippi,2020,Yes,29,hepatitis_B
Mississippi,2020,No,35436,hepatitis_B
Mississippi,2021,Yes,39,hepatitis_B
Mississippi,2021,No,35107,hepatitis_B
Mississippi,2021,Unknown or Not Stated,10,hepatitis_B
Missouri,2016,Yes,110,hepatitis_B
Missouri,2016,No,74593,hepatitis_B
Missouri,2017,Yes,134,hepatitis_B
Missouri,2017,No,72899,hepatitis_B
Missouri,2018,Yes,110,hepatitis_B
Missouri,2018,No,73158,hepatitis_B
Missouri,2019,Yes,92,hepatitis_B
Missouri,2019,No,72031,hepatitis_B
Missouri,2020,Yes,98,hepatitis_B
Missouri,2020,No,69183,hepatitis_B
Missouri,2021,Yes,77,hepatitis_B
Missouri,2021,No,69375,hepatitis_B
Montana,2016,Yes,14,hepatitis_B
Montana,2016,No,12241,hepatitis_B
Montana,2016,Unknown or Not Stated,27,hepatitis_B
Montana,2017,Yes,11,hepatitis_B
Montana,2017,No,11769,hepatitis_B
Montana,2017,Unknown or Not Stated,19,hepatitis_B
Montana,2018,No,11497,hepatitis_B
Montana,2018,Unknown or Not Stated,11,hepatitis_B
Montana,2019,Yes,17,hepatitis_B
Montana,2019,No,11057,hepatitis_B
Montana,2020,Yes,12,hepatitis_B
Montana,2020,No,10778,hepatitis_B
Montana,2021,No,11223,hepatitis_B
Nebraska,2016,Yes,64,hepatitis_B
Nebraska,2016,No,26460,hepatitis_B
Nebraska,2016,Unknown or Not Stated,65,hepatitis_B
Nebraska,2017,Yes,61,hepatitis_B
Nebraska,2017,No,25726,hepatitis_B
Nebraska,2017,Unknown or Not Stated,34,hepatitis_B
Nebraska,2018,Yes,43,hepatitis_B
Nebraska,2018,No,25403,hepatitis_B
Nebraska,2018,Unknown or Not Stated,42,hepatitis_B
Nebraska,2019,Yes,50,hepatitis_B
Nebraska,2019,No,24662,hepatitis_B
Nebraska,2019,Unknown or Not Stated,43,hepatitis_B
Nebraska,2020,Yes,51,hepatitis_B
Nebraska,2020,No,24146,hepatitis_B
Nebraska,2020,Unknown or Not Stated,94,hepatitis_B
Nebraska,2021,Yes,40,hepatitis_B
Nebraska,2021,No,24505,hepatitis_B
Nebraska,2021,Unknown or Not Stated,64,hepatitis_B
Nevada,2016,Yes,55,hepatitis_B
Nevada,2016,No,36202,hepatitis_B
Nevada,2017,Yes,72,hepatitis_B
Nevada,2017,No,35682,hepatitis_B
Nevada,2018,Yes,50,hepatitis_B
Nevada,2018,No,35631,hepatitis_B
Nevada,2019,Yes,69,hepatitis_B
Nevada,2019,No,35001,hepatitis_B
Nevada,2020,Yes,57,hepatitis_B
Nevada,2020,No,33595,hepatitis_B
Nevada,2021,Yes,45,hepatitis_B
Nevada,2021,No,33638,hepatitis_B
New Hampshire,2016,Yes,18,hepatitis_B
New Hampshire,2016,No,12137,hepatitis_B
New Hampshire,2016,Unknown or Not Stated,112,hepatitis_B
New Hampshire,2017,Yes,16,hepatitis_B
New Hampshire,2017,No,12075,hepatitis_B
New Hampshire,2017,Unknown or Not Stated,25,hepatitis_B
New Hampshire,2018,Yes,14,hepatitis_B
New Hampshire,2018,No,11961,hepatitis_B
New Hampshire,2018,Unknown or Not Stated,20,hepatitis_B
New Hampshire,2019,Yes,18,hepatitis_B
New Hampshire,2019,No,11797,hepatitis_B
New Hampshire,2019,Unknown or Not Stated,24,hepatitis_B
New Hampshire,2020,Yes,27,hepatitis_B
New Hampshire,2020,No,11731,hepatitis_B
New Hampshire,2020,Unknown or Not Stated,33,hepatitis_B
New Hampshire,2021,Yes,20,hepatitis_B
New Hampshire,2021,No,12572,hepatitis_B
New Hampshire,2021,Unknown or Not Stated,33,hepatitis_B
New Jersey,2016,Yes,652,hepatitis_B
New Jersey,2016,No,101990,hepatitis_B
New Jersey,2017,Yes,552,hepatitis_B
New Jersey,2017,No,100695,hepatitis_B
New Jersey,2018,Yes,488,hepatitis_B
New Jersey,2018,No,100725,hepatitis_B
New Jersey,2018,Unknown or Not Stated,10,hepatitis_B
New Jersey,2019,Yes,425,hepatitis_B
New Jersey,2019,No,99150,hepatitis_B
New Jersey,2019,Unknown or Not Stated,10,hepatitis_B
New Jersey,2020,Yes,340,hepatitis_B
New Jersey,2020,No,97604,hepatitis_B
New Jersey,2020,Unknown or Not Stated,10,hepatitis_B
New Jersey,2021,Yes,319,hepatitis_B
New Jersey,2021,No,100737,hepatitis_B
New Jersey,2021,Unknown or Not Stated,441,hepatitis_B
New Mexico,2016,Yes,15,hepatitis_B
New Mexico,2016,No,24485,hepatitis_B
New Mexico,2016,Unknown or Not Stated,192,hepatitis_B
New Mexico,2017,Yes,14,hepatitis_B
New Mexico,2017,No,23539,hepatitis_B
New Mexico,2017,Unknown or Not Stated,214,hepatitis_B
New Mexico,2018,Yes,16,hepatitis_B
New Mexico,2018,No,22887,hepatitis_B
New Mexico,2018,Unknown or Not Stated,136,hepatitis_B
New Mexico,2019,Yes,11,hepatitis_B
New Mexico,2019,No,22841,hepatitis_B
New Mexico,2019,Unknown or Not Stated,108,hepatitis_B
New Mexico,2020,Yes,11,hepatitis_B
New Mexico,2020,No,21739,hepatitis_B
New Mexico,2020,Unknown or Not Stated,153,hepatitis_B
New Mexico,2021,Yes,17,hepatitis_B
New Mexico,2021,No,21259,hepatitis_B
New Mexico,2021,Unknown or Not Stated,115,hepatitis_B
New York,2016,Yes,1369,hepatitis_B
New York,2016,No,231880,hepatitis_B
New York,2016,Unknown or Not Stated,1034,hepatitis_B
New York,2017,Yes,1195,hepatitis_B
New York,2017,No,227413,hepatitis_B
New York,2017,Unknown or Not Stated,1129,hepatitis_B
New York,2018,Yes,1034,hepatitis_B
New York,2018,No,224034,hepatitis_B
New York,2018,Unknown or Not Stated,1170,hepatitis_B
New York,2019,Yes,970,hepatitis_B
New York,2019,No,219281,hepatitis_B
New York,2019,Unknown or Not Stated,1288,hepatitis_B
New York,2020,Yes,787,hepatitis_B
New York,2020,No,207363,hepatitis_B
New York,2020,Unknown or Not Stated,1188,hepatitis_B
New York,2021,Yes,699,hepatitis_B
New York,2021,No,208644,hepatitis_B
New York,2021,Unknown or Not Stated,1399,hepatitis_B
North Carolina,2016,Yes,122,hepatitis_B
North Carolina,2016,No,120318,hepatitis_B
North Carolina,2016,Unknown or Not Stated,339,hepatitis_B
North Carolina,2017,Yes,151,hepatitis_B
North Carolina,2017,No,119529,hepatitis_B
North Carolina,2017,Unknown or Not Stated,445,hepatitis_B
North Carolina,2018,Yes,121,hepatitis_B
North Carolina,2018,No,118387,hepatitis_B
North Carolina,2018,Unknown or Not Stated,446,hepatitis_B
North Carolina,2019,Yes,123,hepatitis_B
North Carolina,2019,No,117991,hepatitis_B
North Carolina,2019,Unknown or Not Stated,611,hepatitis_B
North Carolina,2020,Yes,115,hepatitis_B
North Carolina,2020,No,115149,hepatitis_B
North Carolina,2020,Unknown or Not Stated,1466,hepatitis_B
North Carolina,2021,Yes,131,hepatitis_B
North Carolina,2021,No,119628,hepatitis_B
North Carolina,2021,Unknown or Not Stated,707,hepatitis_B
North Dakota,2016,Yes,46,hepatitis_B
North Dakota,2016,No,11335,hepatitis_B
North Dakota,2017,Yes,54,hepatitis_B
North Dakota,2017,No,10680,hepatitis_B
North Dakota,2018,Yes,46,hepatitis_B
North Dakota,2018,No,10589,hepatitis_B
North Dakota,2019,Yes,41,hepatitis_B
North Dakota,2019,No,10413,hepatitis_B
North Dakota,2020,Yes,40,hepatitis_B
North Dakota,2020,No,10019,hepatitis_B
North Dakota,2021,Yes,37,hepatitis_B
North Dakota,2021,No,10075,hepatitis_B
Ohio,2016,Yes,298,hepatitis_B
Ohio,2016,No,137733,hepatitis_B
Ohio,2016,Unknown or Not Stated,54,hepatitis_B
Ohio,2017,Yes,308,hepatitis_B
Ohio,2017,No,136481,hepatitis_B
Ohio,2017,Unknown or Not Stated,43,hepatitis_B
Ohio,2018,Yes,365,hepatitis_B
Ohio,2018,No,134746,hepatitis_B
Ohio,2018,Unknown or Not Stated,23,hepatitis_B
Ohio,2019,Yes,324,hepatitis_B
Ohio,2019,No,134084,hepatitis_B
Ohio,2019,Unknown or Not Stated,53,hepatitis_B
Ohio,2020,Yes,256,hepatitis_B
Ohio,2020,No,128911,hepatitis_B
Ohio,2020,Unknown or Not Stated,24,hepatitis_B
Ohio,2021,Yes,233,hepatitis_B
Ohio,2021,No,129464,hepatitis_B
Ohio,2021,Unknown or Not Stated,94,hepatitis_B
Oklahoma,2016,Yes,62,hepatitis_B
Oklahoma,2016,No,52529,hepatitis_B
Oklahoma,2017,Yes,59,hepatitis_B
Oklahoma,2017,No,50153,hepatitis_B
Oklahoma,2018,Yes,67,hepatitis_B
Oklahoma,2018,No,49733,hepatitis_B
Oklahoma,2019,Yes,64,hepatitis_B
Oklahoma,2019,No,49073,hepatitis_B
Oklahoma,2020,Yes,69,hepatitis_B
Oklahoma,2020,No,47552,hepatitis_B
Oklahoma,2021,Yes,82,hepatitis_B
Oklahoma,2021,No,48317,hepatitis_B
Oklahoma,2021,Unknown or Not Stated,11,hepatitis_B
Oregon,2016,Yes,103,hepatitis_B
Oregon,2016,No,45427,hepatitis_B
Oregon,2017,Yes,101,hepatitis_B
Oregon,2017,No,43529,hepatitis_B
Oregon,2018,Yes,91,hepatitis_B
Oregon,2018,No,42095,hepatitis_B
